Event,FIGHTER,OPEN,CURRENT,IMPLIED,ELO,GPT,SIM,MMA-AI,CAPPERS,GROK,CLAUDE,GEMINI,CHAT GPT,DEEP SEEK,AI-AVERAGE,MODEL 75,NEW MODEL,SCRAP,CAGE PICKS,CAGE PICKS,ELO/IMPLIED,RESULTS,METHOD,ROUND
Vegas 118,Santiago Luna,210,120,43.8,17.6,45.67,43.7,56.8,43.3,41.3,43.12,40.16,42.96,37.85,41.08,34.23,35.12,41.48,43.95,42.19,30.70,L,SUB,R3
Vegas 118,Iwo Baraniewski,220,-350,74.97,81.12,67.02,76,73.0,93.8,74.2,78.22,79.62,78.71,81.33,78.42,76.76,77.37,78.00,76.01,76.35,78.05,W,KO,R1
Vegas 118,Junior Tafa,-260,285,25.03,18.88,32.98,24,27.0,6.2,25.8,21.78,20.38,21.29,18.67,21.58,23.24,22.63,22.00,23.99,23.65,21.96,L,KO,R1
Vegas 118,Matt Schnell,400,475,16.71,31.79,20.92,16.3,18.6,3.3,18.6,17.44,22.14,20.88,13.73,18.56,22.37,22.36,18.22,18.58,19.18,24.25,L,KO,R1
Vegas 118,Alessandro Costa,-550,-650,83.29,68.21,79.08,83.7,81.4,96.7,81.4,82.56,77.86,79.12,86.27,81.44,77.63,77.64,81.78,81.42,80.82,75.75,W,KO,R1
Vegas 118,Marcus McGhee,-450,-450,78.64,79.97,70.13,80,52.1,98.9,78.9,80.14,82.44,82.06,83.95,81.50,79.17,78.28,78.84,76.22,76.85,79.31,W,UD,15
Vegas 118,John Yannis,350,350,21.36,20.03,29.87,20,47.9,1.1,21.1,19.86,17.56,17.94,16.05,18.50,20.83,21.73,21.16,23.79,23.15,20.70,L,UD,15
Vegas 118,Bruno Silva,-110,-135,55.26,67.76,58.71,51.7,50.7,57.1,55.6,56.44,44.12,53.16,59.22,53.71,59.54,58.91,55.43,53.71,54.77,61.51,L,SUB,R1
Vegas 118,Edgar Chairez,-110,115,44.74,32.24,41.29,48.3,49.3,42.9,44.4,43.56,55.88,46.84,40.78,46.29,40.46,41.09,44.57,46.29,45.23,38.49,W,SUB,R1
Vegas 118,Chelsea Chandler,-175,-125,53.25,53.51,39.91,52.6,50.3,36,54.8,52.24,61.86,55.81,61.08,57.16,53.85,53.45,51.94,53.58,53.45,53.38,W,SUB,R1
Vegas 118,Priscila Cachoeira,150,105,46.75,46.49,60.09,47.4,49.7,64,45.2,47.76,38.14,44.19,38.92,42.84,46.15,46.56,48.06,46.43,46.55,46.62,L,SUB,R1
Vegas 118,Jordan Leavitt,230,150,38.6,42.08,34.84,35.5,45.5,38,34.3,36.82,45.42,36.84,31.56,36.99,38.33,39.43,38.13,37.60,37.86,40.34,L,SUB,R1
Vegas 118,Joanderson Brito,-270,-175,61.4,57.92,65.16,64.5,54.5,62,65.7,63.18,54.58,63.16,68.44,63.01,61.67,60.57,61.87,62.40,62.14,59.66,W,SUB,R1
Vegas 118,Jeisla Chaves,-900,-400,76.19,47.62,49.37,76.6,68.3,84.41,73.1,76.88,64.18,77.24,79.44,74.17,65.64,64.82,70.30,70.64,69.71,61.91,W,SD,15
Vegas 118,Yuneisy Duben,600,300,23.81,52.38,50.63,23.4,31.7,16.59,26.9,23.12,35.82,22.76,20.56,25.83,34.36,35.18,29.79,29.36,30.30,38.10,L,SD,15
Vegas 118,Ketlen Souza,-300,-300,72.41,83.5,56.94,72.2,73.0,96.7,69.4,72.44,76.82,71.56,74.11,72.87,75.10,75.57,74.46,70.81,71.87,77.96,W,KO,R1
Vegas 118,Ariane Carnelossi,250,250,27.59,16.5,43.06,27.8,27.0,3.3,30.6,27.56,23.18,28.44,25.89,27.13,24.90,24.43,25.54,29.19,28.13,22.05,L,KO,R1
Freedom 250,Ilia Topuria,-600,-550,81.48,79.35,79.9,80.8,73.0,93.3,78.45,82.14,79.63,78.63,71.23,78.02,79.76,79.60,79.81,77.97,78.41,80.42,L,KO,R4
Freedom 250,Justin Gaethje,425,420,18.52,20.65,20.1,19.2,27.0,6.7,21.55,17.86,20.37,21.37,28.77,21.98,20.24,20.40,20.19,22.03,21.59,19.59,W,KO,R4
Freedom 250,Alex Pereira,170,-110,50,70.21,22.4,57.1,60.8,70.5,46.8,41.87,46.12,54.28,52.11,48.24,55.67,55.97,52.02,47.69,49.40,60.11,L,KO,R2
Freedom 250,Ciryl Gane,-200,-110,50,29.79,77.6,42.9,39.2,29.5,53.2,58.13,53.88,45.72,47.89,51.76,44.33,44.04,47.98,52.32,50.60,39.90,W,KO,R2
Freedom 250,Sean O’Malley,-250,-450,78.64,73.9,76.39,78.2,73.0,93.1,76.9,79.63,75.22,81.94,79.63,78.66,76.48,76.72,78.78,77.61,77.54,76.27,W,KO,R2
Freedom 250,Aiemann Zahabi,210,350,21.36,26.1,23.61,21.8,27.0,6.9,23.1,20.37,24.78,18.06,20.37,21.34,23.52,23.28,21.22,22.39,22.46,23.73,L,KO,R2
Freedom 250,Derrick Lewis,330,280,24.75,59.23,35.29,22.8,27.0,5.8,25.8,22.52,17.56,26.82,34.12,25.36,36.59,36.82,27.43,26.49,28.27,41.99,L,KO,R2
Freedom 250,Josh Hokit,-400,-400,75.25,40.77,64.71,77.2,73.0,94.2,74.2,77.48,82.44,73.18,65.88,74.64,63.41,63.18,72.57,73.51,71.73,58.01,W,KO,R2
Freedom 250,Mauricio Ruffy,-500,-775,85.2,57.46,76.66,84,73.0,94.2,81.3,76.82,85.12,85.47,68.15,79.37,74.65,73.83,78.85,78.82,78.06,71.33,W,KO,R1
Freedom 250,Michael Chandler,375,550,14.8,42.54,23.34,16,27.0,5.8,18.7,23.18,14.88,14.53,31.85,20.63,25.35,26.18,21.15,21.19,21.94,28.67,L,KO,R1
Freedom 250,Bo Nickal,-300,-360,75.56,36.8,44.93,74.8,73.0,81.6,79.8,73.84,78.91,76.42,76.42,77.08,64.05,61.54,70.19,72.27,70.51,56.18,W,KO,R1
Freedom 250,Kyle Daukaus,250,295,24.44,63.2,55.07,25.2,27.0,18.4,20.2,26.16,21.09,23.58,23.58,22.92,35.95,38.46,29.81,27.74,29.49,43.82,L,KO,R1
Freedom 250,Diego Lopes,-300,-155,58.82,57.27,62.23,59.3,55.1,60.8,57.9,53.27,61.24,60.84,62.37,59.12,58.00,58.37,59.01,59.03,58.89,58.05,W,KO,R2
Freedom 250,Steve Garcia,250,135,41.18,42.73,37.77,40.7,44.9,39.2,42.1,46.73,38.76,39.16,37.63,40.88,42.00,41.63,40.99,40.97,41.11,41.96,L,KO,R2
Vegas 119,Manel Kape,-275,-160,59.63,33.7,33.42,59.3,68.6,52.7,52.4,44.37,49.38,57.84,44.29,49.66,48.58,48.18,50.51,51.20,50.67,46.67,W,KO,R3
Vegas 119,Kyoji Horiguchi,175,140,40.37,66.3,66.58,40.7,31.4,47.3,47.6,55.63,50.62,42.16,55.71,50.34,51.42,51.82,49.49,48.80,49.33,53.34,L,KO,R3
Vegas 119,Ion Cutelaba,275,255,26.85,52.23,34.53,27.4,23.3,1.9,39.38,34.18,23.55,30.27,24.03,30.28,39.49,36.22,28.87,29.58,30.90,39.54,L,KO,R2
Vegas 119,Navajo Stirling,-350,-330,73.15,47.77,65.47,72.6,76.7,98.1,60.62,65.82,76.45,69.73,75.97,69.72,60.51,63.78,71.13,70.42,69.10,60.46,W,KO,R2
Vegas 119,Christian Rodriguez,-170,-175,61.4,58.6,78.82,62.2,73.9,77.8,62.77,61.76,59.20,62.84,57.82,60.88,60.92,61.64,65.19,64.91,64.33,60.00,W,SUB,R1
Vegas 119,Hyder Amil,145,150,38.6,41.4,21.18,37.8,26.1,22.2,37.23,38.24,40.80,37.16,42.18,39.12,39.08,38.36,34.81,35.09,35.67,40.00,L,SUB,R1
Vegas 119,Melsik Baghdasaryan,385,255,27.22,21.36,34.2,27.4,26.6,1.9,7.39,72.88,28.85,26.76,36.41,34.46,18.66,27.05,28.27,32.56,30.59,24.29,L,SUB,R1
Vegas 119,Murtazali Magomedov,-500,-305,72.78,78.64,65.8,72.6,73.4,98.1,92.61,27.12,71.15,73.24,63.59,65.54,81.34,72.95,71.73,67.44,69.41,75.71,W,SUB,R1
Vegas 119,Vinicius Oliveira,-350,-265,70.23,82.27,87.06,68.1,73.0,74.1,82.59,71.33,68.12,74.61,61.38,71.61,78.36,75.26,73.89,73.27,73.91,76.25,W,KO,R2
Vegas 119,Andre Fili,285,225,29.77,17.73,12.94,31.9,27.0,25.9,17.41,28.67,31.88,25.39,38.62,28.39,21.64,24.74,26.11,26.73,26.09,23.75,L,KO,R2
Vegas 119,Andre Lima,-600,-650,83.29,77.48,79.39,83.2,73.0,98.1,82.86,82.14,89.44,81.92,74.27,82.13,81.21,80.52,82.28,80.78,80.92,80.39,W,UD,15
Vegas 119,Kevin Borjas,450,475,16.71,22.52,20.61,16.8,27.0,1.9,17.14,17.86,10.56,18.08,25.73,17.87,18.79,19.48,17.72,19.22,19.08,19.62,L,UD,15
Vegas 119,Bia Mesquita,-600,-550,81.48,60.13,73.43,82.2,73.0,96.2,75.39,84.47,86.50,84.27,76.89,81.50,72.33,73.71,79.45,79.52,78.43,70.81,W,SUB,R1
Vegas 119,Melissa Mullins,450,420,18.52,39.87,26.57,17.8,24.0,3.8,24.61,15.53,13.50,15.73,23.11,18.50,27.67,26.17,20.28,20.11,21.26,29.20,L,SUB,R1
Vegas 119,Mitch Raposo,210,165,36.55,13.43,44.08,35.5,38.1,26.9,27.07,38.56,41.25,34.16,40.06,36.22,25.68,29.11,34.15,37.35,35.42,24.99,W,SD,15
Vegas 119,Allan Nascimento,-250,-190,63.45,86.57,55.92,64.5,61.9,73.1,72.93,61.44,58.75,65.84,59.94,63.78,74.32,70.89,65.85,62.65,64.58,75.01,L,SD,15
Vegas 119,Michael Aswell Jr.,-250,-450,78.64,75.33,64.83,76,77.4,96.1,68.55,75.81,66.40,76.38,73.90,72.21,74.17,75.46,75.39,72.41,73.06,76.99,L,UD,15
Vegas 119,Gaston Bolanos,210,350,21.36,24.67,35.17,24,22.6,3.9,31.45,24.19,33.60,23.62,26.10,27.79,25.83,24.54,24.61,27.59,26.94,23.02,W,UD,15
Vegas 119,Leon Shahbazyan,250,260,26.87,21.51,20.76,50,39.0,9.8,38.85,26.44,30.20,27.82,26.63,29.99,29.08,26.95,28.90,32.46,31.42,24.19,L,KO,R3
Vegas 119,Levan Chokheli,-300,-310,73.13,78.49,79.24,50,61.0,90.2,61.15,73.56,69.80,72.18,73.37,70.01,70.92,73.05,71.10,67.54,68.58,75.81,W,KO,R3
Vegas 119,Karol Rosa,-120,-120,52.17,47.35,33.49,51.1,44.7,34,51.92,52.17,47.86,55.92,55.17,52.61,50.48,49.52,47.80,49.04,49.10,49.76,L,UD,15
Vegas 119,Luana Santos,110,100,47.83,52.65,66.51,48.9,55.3,66,48.08,47.83,52.14,44.08,44.83,47.39,49.52,50.48,52.20,50.96,50.90,50.24,W,UD,15
Vegas 119,Shane Collins,-150,-180,62.11,27.61,26.38,50,56.9,76.6,49.26,63.14,54.45,64.89,39.83,54.31,46.33,46.78,51.92,50.61,50.04,44.86,W,UD,15
Vegas 119,Otari Tanzilovi,130,155,37.89,72.39,73.62,50,43.1,23.4,50.74,36.86,45.55,35.11,60.17,45.69,53.67,53.22,48.08,49.39,49.96,55.14,L,UD,15
Baku,Rafael Fiziev,135,-115,51.08,39.98,24.82,51.7,36.3,46.3,47.82,52.34,48.72,50.84,44.88,48.92,46.29,45.25,44.98,44.68,44.88,45.53,W,KO,R2
Baku,Manuel Torres,-155,-105,48.92,60.02,75.18,48.3,63.7,53.8,52.18,47.66,51.28,49.16,55.12,51.08,53.71,54.75,55.03,55.32,55.12,54.47,L,KO,R2
Baku,Michel Pereira,250,290,24.68,17.26,40.07,25.6,39.4,2.6,31.55,33.59,26.85,26.91,30.33,29.85,24.50,24.58,27.17,31.79,30.19,20.97,L,UD,15
Baku,Shara Magomedov,-300,-360,75.32,82.74,59.93,74.4,60.6,97.4,68.45,66.41,73.15,73.09,69.67,70.15,75.50,75.42,72.83,68.21,69.81,79.03,W,UD,15
Baku,Nazim Sadykhov,-160,-240,68.28,73.95,56.59,68.1,41.9,92.2,64.85,59.82,64.92,68.42,62.11,64.02,69.03,67.69,65.56,60.84,62.49,71.12,L,KO,R1
Baku,Matheus Camilo,140,205,31.72,26.05,43.41,31.9,58.1,7.8,35.15,40.18,35.08,31.58,37.89,35.98,30.97,32.31,34.44,39.16,37.51,28.89,W,KO,R1
Baku,Asu Almabayev,-400,-250,68.89,76.8,82.49,67.5,66.9,74.7,66.20,67.43,71.85,70.21,65.43,68.22,70.63,71.81,70.76,69.75,70.08,72.85,W,SUB,R3
Baku,Charles Johnson,330,210,31.11,23.2,17.51,32.5,33.1,25.3,33.80,32.57,28.15,29.79,34.57,31.78,29.37,28.19,29.24,30.25,29.92,27.16,L,SUB,R3
Baku,Brunno Ferreira,250,240,28.53,26.73,33.12,28.6,32.3,10.3,34.10,28.12,24.60,54.38,28.82,34.00,29.79,29.42,29.96,33.01,32.18,27.63,L,UD,15
Baku,Ikram Aliskerov,-300,-280,71.47,73.27,66.88,71.4,67.7,89.7,65.90,71.88,75.40,45.62,71.18,66.00,70.21,70.58,70.04,67.00,67.82,72.37,W,UD,15
Baku,Abus Magomedov,-190,-130,54.27,61.78,66.34,55.1,30.7,51,61.75,54.12,54.12,51.73,53.12,54.97,59.27,56.47,54.00,53.37,54.17,58.03,W,SUB,R1
Baku,Michal Oleksiejczuk,165,110,45.73,38.22,33.66,44.9,69.3,49,38.25,45.88,45.88,48.27,46.88,45.03,40.73,43.53,46.00,46.63,45.83,41.98,L,SUB,R1
Baku,Farman Hasanov,-110,-175,61.4,54.73,43.37,61.6,56.0,62.5,58.40,61.88,58.30,59.68,60.52,59.76,58.18,57.87,58.03,57.47,57.61,58.07,W,UD,15
Baku,Eric Nolan,-110,150,38.6,45.27,56.63,38.4,44.0,37.5,41.60,38.12,41.70,40.32,39.48,40.24,41.82,42.13,41.97,42.53,42.39,41.94,L,UD,15
Baku,Abdul Rakhman Yakhyaev,-500,-550,81.48,76.61,76.17,81.2,73.0,97.5,74.85,80.44,85.12,81.24,83.11,80.95,77.65,79.16,80.97,79.39,79.36,79.05,W,KO,R1
Baku,Julius Walker,385,420,18.52,23.39,23.83,18.8,27.0,2.5,25.15,19.56,14.88,18.76,16.89,19.05,22.35,20.84,19.03,20.61,20.64,20.96,L,KO,R1
Baku,Nursulton Ruziboev,-250,-210,65.48,89.9,26.56,65.7,33.9,78.8,71.60,64.22,68.10,66.35,58.92,65.84,75.66,70.77,62.68,56.92,60.11,77.69,W,SUB,R1
Baku,Andrey Pulyaev,210,180,34.52,10.1,73.44,34.3,66.1,21.2,28.40,35.78,31.90,33.65,41.08,34.16,24.34,29.23,37.32,43.08,39.89,22.31,L,SUB,R1
Baku,Kaan Ofli,130,140,40.37,32.26,33.34,40,42.4,19,44.90,44.88,42.60,44.29,39.33,43.20,39.18,38.03,38.49,41.47,40.74,36.32,W,SUB,R1
Baku,Javier Reyes,-150,-160,59.63,67.74,66.66,60,57.6,81,55.10,55.12,57.40,55.71,60.67,56.80,60.82,61.97,61.51,58.53,59.26,63.69,L,SUB,R1
Baku,Daniil Donchenko,-200,-525,81.07,91.6,78.44,80.4,71.6,100,72.85,74.44,82.40,82.71,80.82,78.64,81.84,83.54,81.48,77.96,79.04,86.34,W,KO,R2
Baku,Theodor Berggren,175,410,18.93,8.4,21.56,19.6,28.4,0,27.15,25.56,17.60,17.29,19.18,21.36,18.16,16.46,18.52,22.04,20.96,13.67,L,KO,R2
Baku,Bekzat Almakhan,170,132,41.68,27.77,16.71,40.7,34.4,35.4,46.75,46.88,38.90,39.84,41.32,42.74,38.73,35.88,37.30,38.19,37.97,34.73,W,UD,15
Baku,Jean Matsumoto,-200,-152,58.32,72.23,83.29,59.3,65.6,64.6,53.25,53.12,61.10,60.16,58.68,57.26,61.27,64.12,62.70,61.81,62.03,65.28,L,UD,15
Baku,Tahir Abdullayev,170,-120,52.17,43.08,30.03,49,50.4,29,48.60,50.44,46.15,52.36,47.83,49.08,47.95,47.37,45.37,46.85,46.86,47.63,W,KO,R3
Baku,Jefferson Nascimento,-200,100,47.83,56.92,69.97,51,49.6,71,51.40,49.56,53.85,47.64,52.17,50.92,52.05,52.63,54.63,53.15,53.14,52.38,L,KO,R3
UFC 329,Conor McGregor,420,190,33.4,20.52,42.97,33.6,20.0,21.3,28.16,22.51,31.42,34.87,32.42,29.88,27.36,28.22,29.20,30.74,30.12,26.96,L,KO,R1
UFC 329,Max Holloway,-550,-220,66.6,79.48,57.03,66.4,80.0,78.7,71.84,77.49,68.58,65.13,67.58,70.12,72.64,71.78,70.80,69.26,69.88,73.04,W,KO,R1
UFC 329,Benoit Saint Denis,-200,-150,57.98,57.94,37.68,56.3,65.0,39.6,59.87,86.39,59.18,60.74,58.61,64.96,58.60,58.80,58.12,60.47,59.98,57.96,L,SUB,R1
UFC 329,Paddy Pimblett,170,130,42.02,42.06,62.32,43.7,35.0,60.4,40.13,13.61,40.82,39.26,41.39,35.04,41.40,41.20,41.88,39.53,40.02,42.04,W,SUB,R1
UFC 329,Cory Sandhagen,-200,-145,57.11,50.94,61.31,51,36.0,56.2,61.24,52.77,56.45,61.82,58.11,58.08,56.43,54.30,54.81,54.84,54.92,54.03,L,UD,15
UFC 329,Mario Bautista,170,125,42.89,49.06,38.69,49,64.0,43.8,38.76,47.23,43.55,38.18,41.89,41.92,43.57,45.70,45.19,45.16,45.08,45.98,W,UD,15
UFC 329,Brandon Royval,170,185,33.79,56.45,25.37,34.3,42.0,12.4,35.22,35.31,38.22,40.62,34.53,36.78,41.82,41.98,35.29,35.70,36.70,45.12,W,SUB,R3
UFC 329,Lone'er Kavanagh,-200,-220,66.21,43.55,74.63,65.7,58.0,87.6,64.78,64.69,61.78,59.38,65.47,63.22,58.18,58.02,64.71,64.30,63.30,54.88,L,SUB,R3
UFC 329,King Green,175,135,41.18,65.4,35.09,49,20.0,38.7,42.09,35.16,45.62,41.08,52.17,43.22,49.56,48.87,42.32,40.03,41.75,53.29,W,KO,R1
UFC 329,Terrance McKinney,-205,-155,58.82,34.6,64.91,51,80.0,61.3,57.91,64.84,54.38,58.92,47.83,56.78,50.44,51.13,57.68,59.97,58.25,46.71,L,KO,R1
UFC 329,Robert Whittaker,-104,-210,65.48,77.2,71.23,65.3,42.0,80.6,66.82,73.61,66.12,64.31,63.41,66.85,69.83,68.93,66.92,64.10,65.21,71.34,W,KO,R3
UFC 329,Nikita Krylov,-116,180,34.52,22.8,28.77,34.7,58.0,19.4,33.18,26.39,33.88,35.69,36.59,33.15,30.17,31.07,33.08,35.90,34.79,28.66,L,KO,R3
UFC 329,Gable Steveson,-1800,-2100,91.97,64.06,60.91,82.5,73.0,100,89.47,79.75,92.41,91.74,90.58,88.79,81.83,79.53,83.31,82.55,82.30,78.02,W,UD,15
UFC 329,Elisha Ellison,900,1100,8.03,35.94,39.09,17.5,27.0,0,10.53,20.25,7.59,8.26,9.42,11.21,18.17,20.48,16.69,17.46,17.70,21.99,L,UD,15
UFC 329,Cody Garbrandt,210,310,23.28,53.05,35.45,22.3,44.0,8.7,25.14,34.11,21.84,27.43,22.94,26.29,33.82,35.16,28.93,29.15,30.02,38.17,W,KO,R1
UFC 329,Adrian Yanez,-250,-410,76.72,46.95,64.55,77.7,56.0,91.3,74.86,65.89,78.16,72.57,77.06,73.71,66.18,64.84,71.07,70.85,69.98,61.84,L,KO,R1
UFC 329,Kai Kamaka III,330,270,26.18,53.61,27.07,30.4,28.0,2.9,27.44,47.22,29.54,30.84,27.42,32.49,35.74,36.93,30.06,30.99,31.80,39.90,L,KO,R1
UFC 329,Luke Riley,-400,-320,73.82,46.39,72.93,69.6,62.0,97.1,72.56,52.78,70.46,69.16,72.58,67.51,64.26,62.66,69.03,67.76,67.15,60.11,W,KO,R1
UFC 329,Tracy Cortez,-170,105,46.75,59.56,37.19,51.2,38.0,43,45.13,40.11,43.12,52.84,47.83,45.81,50.48,50.25,45.88,44.43,45.54,53.16,L,UD,15
UFC 329,Cong Wang,145,-125,53.25,40.44,62.81,48.8,54.0,57,54.87,59.89,56.88,47.16,52.17,54.19,49.52,49.42,53.39,54.57,53.62,46.85,W,UD,15
UFC 329,Damian Pinas,-265,-190,63.45,46.09,68.68,67.5,73.0,84.3,63.78,94.24,68.24,66.42,64.89,71.51,57.77,60.13,69.14,70.84,68.72,54.77,W,KO,R1
UFC 329,Cesar Almeida,225,165,36.55,53.91,31.32,32.5,27.0,15.7,36.22,5.76,31.76,33.58,35.11,28.49,42.23,39.87,30.86,29.16,31.28,45.23,L,KO,R1
UFC 329,Farid Basharat,-600,-600,82.23,95.47,87.32,82.7,58.0,98.6,81.64,88.61,84.62,83.84,82.23,84.19,86.45,86.27,84.11,81.12,82.24,88.85,W,UD,15
UFC 329,John Garza,440,440,17.77,4.53,12.68,17.3,42.0,1.4,18.36,11.39,15.38,16.16,17.77,15.81,13.55,13.73,15.89,18.88,17.76,11.15,L,UD,15
UFC 329,Ryan Gandra,190,-200,64.29,53.67,47.28,54.3,44.0,80.2,61.45,78.33,61.15,61.93,63.01,65.17,59.80,58.96,60.87,58.93,59.17,58.98,W,KO,R1
UFC 329,Zach Reese,-225,170,35.71,46.33,52.72,45.7,56.0,19.8,38.55,21.67,38.85,38.07,36.99,34.83,40.20,41.04,39.13,41.07,40.83,41.02,L,KO,R1
UFC 329,Cody Durden,-250,230,29.34,39.48,34,31.9,33.0,7.9,30.77,35.36,32.58,35.27,31.47,33.09,33.20,33.95,31.01,33.04,32.96,34.41,L,SUB,R2
UFC 329,Alessandro Costa,-300,-270,70.66,60.52,66,68.1,67.0,92.1,69.23,64.64,67.42,64.73,68.53,66.91,66.80,66.05,68.99,66.96,67.04,65.59,W,SUB,R2
